brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
dell,,E7450,2015,14,14″,Intel 5th gen (Broadwell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA,2,,2,,,,,,$79–121,"Real eBay sold IQR, Jul 2026 (n=23, median $110). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E7250,2015,12,12.5″,Intel 5th gen (Broadwell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,M.2 SATA,,,1,,,,,,$53–100,"Real eBay sold IQR, Jul 2026 (n=33, median $70). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6540,2013,15,15.6″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$71–129,"Real eBay sold IQR, Jul 2026 (n=34, median $107). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.",,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,E6440,2013,14,14″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$49–80,"Real eBay sold IQR, Jul 2026 (n=22, median $60). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E7440,2013,14,14″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,SATA,2,,2,,,,,7 mm bay,$50–97,"Real eBay sold IQR, Jul 2026 (n=29, median $77). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E7240,2013,12,12.5″,Intel 4th gen (Haswell),ddr3,DDR3L-1600 SODIMM,2× SODIMM,16 GB,,0,M.2 SATA,,,1,,,,,2280 + 2242 slots,$50–95,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6530,2012,15,15.6″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$45–129,"Real eBay sold IQR, Jul 2026 (n=25, median $90). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.",,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,E6430,2012,14,14″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$45–100,"Real eBay sold IQR, Jul 2026 (n=33, median $70). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6330,2012,13,13.3″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$40–70,Est. (calibrated to Jul 2026 sold data). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6230,2012,12,12.5″,Intel 3rd gen (Ivy Bridge),ddr3,DDR3-1600 SODIMM,2× SODIMM,16 GB,,0,SATA+mSATA,1,2,,,,,,,$40–70,Est. (calibrated to Jul 2026 sold data). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6520,2011,15,15.6″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,16 GB (official 8),,0,SATA,1,,,,,,,,$35–65,Est. (calibrated to Jul 2026 sold data). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,E6420,2011,14,14″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,16 GB (official 8),,0,SATA,1,,,,,,,,$35–73,"Real eBay sold IQR, Jul 2026 (n=20, median $50). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.",,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6320,2011,13,13.3″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,16 GB (official 8),,0,SATA+mSATA*,1,2,,,,,,mSATA uses the WWAN slot,$35–65,Est. (calibrated to Jul 2026 sold data). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6220,2011,12,12.5″,Intel 2nd gen (Sandy Bridge),ddr3,DDR3-1333 SODIMM,2× SODIMM,16 GB (official 8),,0,SATA+mSATA*,1,2,,,,,,mSATA uses the WWAN slot,$35–65,Est. (calibrated to Jul 2026 sold data). Huge fleet supply keeps prices soft; discrete-GPU variants run slightly higher.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6510,2010,15,15.6″,Intel 1st gen Core i (Arrandale),ddr3,DDR3-1333 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). i7 / FHD / backlit-KB configs top the range; battery health is the biggest swing.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,E6410,2010,14,14.1″,Intel 1st gen Core i (Arrandale),ddr3,DDR3-1333 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). i7 / FHD / backlit-KB configs top the range; battery health is the biggest swing.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E4310,2010,13,13.3″,Intel 1st gen Core i (Arrandale),ddr3,DDR3-1333 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). Low-volume model — prices vary widely with condition.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,Latitude 13,2010,13,13.3″,Core 2 Duo ULV (SU7300),ddr3,DDR3-1066 SODIMM,1× SODIMM,4 GB,,0,SATA,1,,,,,,,,$25–45,Est. (calibrated to Jul 2026 sold data). Forgotten one-off — sells slowly.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E6500,2009,15,15.4″,Core 2 Duo (Penryn),ddr2,DDR2-800 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). i7 / FHD / backlit-KB configs top the range; battery health is the biggest swing.,,Launched 2008; Purdue lists 2009.,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,E6400,2009,14,14.1″,Core 2 Duo (Penryn),ddr2,DDR2-800 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). i7 / FHD / backlit-KB configs top the range; battery health is the biggest swing.,,Launched 2008; Purdue lists 2009.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E4300,2009,13,13.3″,Core 2 Duo (Penryn SP9x00),ddr3,DDR3-1066 SODIMM,2× SODIMM,8 GB,,0,SATA,1,,,,,,,,$30–55,Est. (calibrated to Jul 2026 sold data). Low-volume model — prices vary widely with condition.,,Early DDR3 adopter — unusual for its era.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,E4200,2009,12,12.1″,Core 2 Duo ULV (SU9x00),ddr3,DDR3-1066 (1 GB onboard + 1 slot),1 GB soldered + 1× SODIMM,5 GB,1,0,1.8″ SSD,,,,,,,,"1.8″ uSATA SSD — uncommon, check drive health",$25–45,Est. (calibrated to Jul 2026 sold data). Odd 1.8″ uSATA storage scares buyers — cheap but risky.,,Uses uncommon 1.8″ uSATA SSDs — check drive health before buying.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D830,2007,15,15.4″,Core 2 Duo (Santa Rosa),ddr2,DDR2-667 SODIMM,2× SODIMM,8 GB (official 4),,0,SATA,1,,,,,,,,$35–70,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D630,2007,14,14.1″,Core 2 Duo (Santa Rosa),ddr2,DDR2-667 SODIMM,2× SODIMM,8 GB (official 4),,0,SATA,1,,,,,,,,$40–80,Est. (calibrated to Jul 2026 sold data). Retro favorite — clean units with good batteries fetch the top end. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D430,2007,12,12.1″,Core 2 Duo ULV,ddr2,DDR2-533 SODIMM,1× SODIMM,2 GB,,0,1.8″ IDE,,,,,1,,,1.8″ ZIF drive — slow and scarce,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,1.8″ ZIF drives are slow and scarce — mSATA/CF adapters exist.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D820,2006,15,15.4″,Core Duo / Core 2 Duo,ddr2,DDR2-667 SODIMM,2× SODIMM,4 GB,,0,SATA,1,,,,,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D620,2006,14,14.1″,Core Duo / Core 2 Duo,ddr2,DDR2-667 SODIMM,2× SODIMM,4 GB,,0,SATA,1,,,,,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D520,2006,14,15″,Celeron M / Core Duo,ddr2,DDR2-533 SODIMM,2× SODIMM,4 GB (~3.3 usable),,0,SATA,1,,,,,,,SATA-150,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D420,2006,12,12.1″,Core Solo/Duo ULV,ddr2,DDR2-533 (512 MB onboard + 1 slot),512 MB soldered + 1× SODIMM,2 GB usable (chipset limit),1,0,1.8″ IDE,,,,,1,,,1.8″ ZIF drive — slow and scarce,$25–50,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D810,2005,15,15.4″,Pentium M (Sonoma),ddr2,DDR2-533 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D610,2005,14,14.1″,Pentium M (Sonoma),ddr2,DDR2-533 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D510,2005,14,15″,Pentium M / Celeron M,ddr2,DDR2-533 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D410,2005,12,12.1″,Pentium M (Sonoma),ddr2,DDR2-533 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D505,2004,14,15″,Pentium M (Dothan),ddr1,DDR-333 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D400,2004,12,12.1″,Pentium M (Banias),ddr1,DDR-266 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D800,2003,15,15.4″,Pentium M (Banias),ddr1,DDR-266/333 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,7.4mm barrel (big round tip) · 90W+|>Base configs shipped 90W (PA-10 / LA90PM111); quad-core/dGPU builds came with 130W (PA-4E). An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,D600,2003,14,14.1″,Pentium M (Banias),ddr1,DDR-266/333 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,D500,2003,14,14.1″,Pentium M / Celeron M,ddr1,DDR-266 SODIMM,2× SODIMM,2 GB,,0,IDE,,,,,1,,,,$30–60,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,C640,2002,14,14.1″,Pentium 4-M,ddr1,DDR-266 SODIMM,2× SODIMM,1 GB,,0,IDE,,,,,1,,,,$25–50,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"legacy Dell barrel · ~70W|>Pre-D-series family — search ""Dell PA-9"". Spares less common than the later 7.4mm standard. 💡 Buying tip: OEM preferred; this older family is scarcer, so prices vary more.",,
dell,,C400,2002,12,12.1″,Pentium III-M,sdr,PC133 SDRAM SODIMM,2× SODIMM,1 GB,,0,IDE,,,,,1,,,,$25–50,Est. (calibrated to Jul 2026 sold data). Retro/collector market — value is condition-driven; working batteries rare. ⬆ Vintage market trends UP — clean/complete examples can sell well ABOVE this range.,,,,"legacy Dell barrel · ~70W|>Pre-D-series family — search ""Dell PA-9"". Spares less common than the later 7.4mm standard. 💡 Buying tip: OEM preferred; this older family is scarcer, so prices vary more.",,
dell,,7490,2018,14,14″,Intel 8th gen (Kaby Lake R),ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,1,NVMe,,,,1,,,,,$100–150,"Real eBay sold IQR, Jul 2026 (n=43, median $130). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium (7000) 14″ ultrabook — successor to E7470. Missing from the Purdue table.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,7400,2019,14,14″,Intel 8th gen (Whiskey Lake),ddr4,DDR4-2400 SODIMM,2× SODIMM,32 GB,,1,NVMe,,,,1,,,,,$87–147,"Real eBay sold IQR, Jul 2026 (n=47, median $120). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium ultralight. Also a 7400 2-in-1 convertible.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7410,2020,14,14″,Intel 10th gen (Comet Lake),ddr4,DDR4-2666 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$135–210,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium; RAM soldered. Also a 7410 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7420,2021,14,14″,Intel 11th gen (Tiger Lake),ddr4,LPDDR4x-3733 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$161–280,"Real eBay sold IQR, Jul 2026 (n=39, median $215). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium carbon-fibre; soldered. Also a 7420 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
